falsified,verified_purchase,sentiment,mean_word_len,num_punctuations,flesch_kincaid_grade,overall_readability_index,total_sentiment,average_review_sentiment
1,0,0,4.148148148148148,3,9.1,7.0,2.0,2.0
1,0,0,4.181818181818182,3,4.0,6.0,9.0,3.0
1,0,0,4.6923076923076925,6,8.5,9.0,6.0,3.0
1,0,0,4.256410256410256,3,6.0,8.0,5.0,2.5
1,0,0,4.206896551724138,4,2.4,4.0,8.0,2.6666666666666665
1,0,0,4.703703703703703,4,11.5,8.0,4.0,4.0
1,0,0,4.075,5,4.9,5.0,8.0,2.6666666666666665
1,1,0,4.451612903225806,2,7.0,7.0,4.0,2.0
1,1,0,4.125,5,12.2,13.0,10.0,10.0
1,0,0,4.5,4,10.7,11.0,4.0,2.0
1,0,0,3.7692307692307687,7,7.4,7.0,7.0,3.5
1,1,0,4.571428571428571,5,3.4,6.0,6.0,2.0
1,0,0,4.771428571428571,3,10.1,10.0,6.0,3.0
1,0,0,3.9574468085106393,9,8.9,9.0,9.0,4.5
1,1,0,4.125,0,11.1,7.0,4.0,4.0
1,0,0,3.840579710144928,5,7.5,8.0,8.0,2.6666666666666665
1,0,0,3.5384615384615383,4,13.8,14.0,7.0,7.0
1,0,0,4.254237288135593,5,5.5,6.0,11.0,2.2
1,0,0,4.014285714285714,10,4.0,5.0,14.0,2.8
1,1,0,4.617647058823528,3,7.6,9.0,4.0,2.0
1,0,0,4.3478260869565215,6,5.7,7.0,7.0,2.333333333333333
1,0,0,4.205128205128204,8,4.8,5.0,9.0,3.0
1,0,0,4.382352941176471,5,3.0,6.0,7.0,2.333333333333333
1,0,0,4.659574468085107,12,5.5,7.0,14.0,3.5
1,0,0,4.142857142857143,3,2.2,6.0,7.0,2.333333333333333
1,0,0,3.825,5,2.5,3.0,15.0,3.75
1,0,0,4.264705882352942,4,4.2,4.0,12.0,3.0
1,0,0,3.851851851851852,5,5.6,6.0,9.0,3.0
1,0,0,4.214285714285714,13,6.3,7.0,16.0,3.2
1,0,0,5.121212121212121,6,6.4,8.0,8.0,2.6666666666666665
1,0,0,3.933333333333333,4,4.4,5.0,4.0,2.0
1,0,0,4.25,3,4.1,4.0,7.0,2.333333333333333
1,1,0,3.5,4,2.8,3.0,11.0,3.6666666666666665
1,0,0,4.166666666666667,6,3.7,6.0,16.0,3.2
1,1,0,4.0,6,4.0,4.0,4.0,2.0
1,0,0,4.269230769230768,3,7.2,7.0,6.0,3.0
1,0,0,3.829268292682927,7,2.6,5.0,11.0,2.75
1,0,0,4.313953488372094,14,4.5,6.0,17.0,2.4285714285714284
1,0,0,3.5490196078431366,5,17.3,4.0,2.0,2.0
1,1,0,4.6190476190476195,6,14.4,0.0,4.0,2.0
1,0,0,3.8717948717948723,6,3.6,4.0,8.0,2.6666666666666665
1,0,0,3.9090909090909087,2,7.2,8.0,2.0,2.0
1,0,0,3.9655172413793114,3,4.2,5.0,8.0,4.0
1,0,0,4.425,5,3.8,7.0,7.0,2.333333333333333
1,0,0,4.354166666666667,6,10.1,8.0,8.0,4.0
1,0,0,3.4230769230769234,5,5.3,8.0,7.0,2.333333333333333
1,0,0,4.188679245283018,5,5.1,6.0,11.0,2.2
1,0,0,4.093023255813954,9,6.4,7.0,9.0,3.0
1,0,0,4.045454545454546,3,1.7,5.0,6.0,3.0
1,0,0,4.1,2,10.3,7.0,6.0,6.0
1,0,0,4.75,10,5.6,6.0,19.0,3.1666666666666665
1,0,0,3.963636363636364,4,5.7,6.0,8.0,2.6666666666666665
1,0,0,4.145833333333333,11,4.8,6.0,6.0,2.0
1,0,0,3.9649122807017534,7,3.0,3.0,13.0,2.6
1,1,0,4.25,2,8.7,9.0,2.0,2.0
1,0,0,4.153846153846153,3,12.6,7.0,2.0,2.0
1,0,0,4.780487804878049,9,5.1,8.0,8.0,2.6666666666666665
1,0,0,4.379310344827586,3,5.4,6.0,5.0,2.5
1,0,0,4.3625,6,6.0,9.0,11.0,2.2
1,0,0,4.5,10,5.1,7.0,22.0,3.6666666666666665
1,0,0,5.0,2,8.5,12.0,7.0,3.5
1,1,0,3.9268292682926833,4,5.1,5.0,8.0,2.6666666666666665
1,0,0,4.065934065934067,13,35.2,0.0,38.0,38.0
1,0,0,3.9655172413793114,4,2.4,6.0,7.0,2.333333333333333
1,0,0,4.275862068965517,3,5.4,6.0,6.0,3.0
1,0,0,3.739130434782609,4,8.7,6.0,4.0,4.0
1,0,0,4.285714285714286,2,5.2,6.0,4.0,2.0
1,0,0,3.6857142857142855,3,25.9,26.0,7.0,7.0
1,0,0,4.208955223880597,5,25.9,26.0,10.0,10.0
1,0,0,4.52,2,5.8,6.0,7.0,3.5
1,0,0,4.317073170731708,6,7.7,7.0,6.0,3.0
1,0,0,5.04,8,6.8,8.0,4.0,2.0
1,0,0,4.714285714285714,3,7.8,10.0,10.0,5.0
1,0,0,4.641025641025641,4,6.2,6.0,4.0,2.0
1,1,0,4.466666666666667,6,2.1,3.0,12.0,2.4
1,0,0,3.9821428571428568,9,4.0,4.0,9.0,2.25
1,0,0,4.566666666666666,4,2.7,6.0,10.0,2.5
1,0,0,4.5272727272727264,5,5.1,7.0,9.0,2.25
1,0,0,4.217391304347826,2,4.2,6.0,4.0,2.0
1,1,0,4.0,5,3.3,6.0,12.0,2.4
1,0,0,4.653846153846153,4,4.8,7.0,9.0,4.5
1,0,0,4.212121212121212,2,5.0,7.0,4.0,2.0
1,0,0,4.529411764705882,12,5.2,7.0,9.0,3.0
1,0,0,4.525,6,4.9,7.0,9.0,3.0
1,0,0,3.7352941176470584,5,3.0,6.0,10.0,3.333333333333333
1,0,0,4.222222222222221,3,9.7,10.0,4.0,2.0
1,0,0,3.863636363636364,3,1.7,2.0,4.0,2.0
1,0,0,3.7313432835820897,8,2.3,6.0,18.0,2.571428571428572
1,1,0,4.307692307692308,8,2.5,6.0,4.0,2.0
1,0,0,4.28,3,4.2,5.0,8.0,2.6666666666666665
1,0,0,3.931034482758621,2,5.4,5.0,5.0,2.5
1,0,0,3.736842105263158,9,2.2,3.0,15.0,5.0
1,0,0,4.928571428571429,5,6.5,8.0,13.0,2.6
1,0,0,4.130952380952381,9,7.9,8.0,10.0,2.5
1,0,0,4.914285714285715,5,6.7,8.0,8.0,2.6666666666666665
1,0,0,3.972972972972973,2,14.2,16.0,2.0,2.0
1,0,0,4.333333333333333,6,6.8,7.0,5.0,2.5
1,0,0,4.105263157894736,5,4.7,6.0,8.0,2.6666666666666665
1,0,0,4.074626865671642,10,4.1,5.0,15.0,2.5
1,0,0,3.4222222222222216,6,14.9,3.0,2.0,2.0
1,1,0,3.7,2,6.4,6.0,8.0,4.0
1,0,0,4.271428571428571,5,5.3,8.0,11.0,2.75
1,0,0,4.047619047619048,1,9.1,9.0,2.0,2.0
1,0,0,4.111111111111111,4,5.0,5.0,6.0,3.0
1,0,0,4.135135135135135,5,5.7,6.0,8.0,2.6666666666666665
1,0,0,4.32,18,10.6,11.0,10.0,2.5
1,1,0,4.088888888888889,9,4.2,6.0,10.0,2.5
1,0,0,4.132352941176471,6,7.6,7.0,10.0,2.5
1,0,0,4.037037037037037,4,2.1,4.0,9.0,3.0
1,0,0,4.037037037037037,3,3.3,4.0,9.0,3.0
1,1,0,3.9736842105263164,4,3.5,4.0,9.0,3.0
1,0,0,3.8717948717948723,9,13.8,16.0,7.0,7.0
1,0,0,3.8936170212765964,4,4.7,5.0,12.0,4.0
1,0,0,4.441176470588236,3,7.6,8.0,6.0,3.0
1,0,0,3.7307692307692313,4,2.3,3.0,8.0,2.0
1,0,0,3.9807692307692313,8,3.8,6.0,11.0,2.2
1,0,0,4.211764705882353,6,8.1,7.0,15.0,3.75
1,0,0,4.1,4,4.4,5.0,5.0,2.5
1,0,0,4.372093023255814,3,6.5,7.0,6.0,2.0
1,0,0,4.818181818181818,5,5.2,7.0,10.0,3.333333333333333
1,0,0,4.660377358490567,9,5.1,8.0,11.0,2.2
1,0,0,3.8571428571428568,2,2.7,3.0,6.0,3.0
1,0,0,3.953488372093023,14,5.3,6.0,13.0,2.6
1,0,0,3.978260869565217,6,2.2,2.0,10.0,2.0
1,1,0,4.038461538461538,3,9.9,6.0,4.0,4.0
1,1,0,3.9375,7,12.2,13.0,12.0,12.0
1,0,0,3.928571428571429,6,5.4,6.0,10.0,2.5
1,0,0,4.811320754716982,7,9.0,11.0,9.0,3.0
1,1,0,3.72,9,2.3,6.0,18.0,4.5
1,1,0,4.193548387096774,5,2.6,5.0,8.0,2.6666666666666665
1,0,0,3.5384615384615383,0,9.9,10.0,2.0,2.0
1,0,0,3.827586206896552,4,0.2,3.0,10.0,2.5
1,0,0,3.695652173913044,4,4.2,2.0,5.0,2.5
1,0,0,3.610526315789474,10,10.9,7.0,19.0,6.333333333333332
1,0,0,3.9032258064516134,5,1.6,3.0,10.0,2.5
1,1,0,4.40625,2,13.4,8.0,2.0,2.0
1,0,0,4.279411764705882,6,27.5,9.0,11.0,11.0
1,0,0,3.612244897959184,5,3.7,4.0,9.0,3.0
1,0,0,4.326086956521738,4,6.9,7.0,7.0,2.333333333333333
1,0,0,4.204081632653061,10,6.1,6.0,7.0,2.333333333333333
1,0,0,4.476190476190476,2,5.0,5.0,5.0,2.5
1,0,0,5.0588235294117645,4,3.1,7.0,8.0,4.0
1,0,0,3.755555555555556,7,7.3,8.0,4.0,2.0
1,0,0,4.368421052631579,8,8.3,9.0,4.0,2.0
1,0,0,4.7560975609756095,7,4.1,7.0,13.0,2.6
1,0,0,3.954545454545455,10,2.0,2.0,13.0,2.6
1,1,0,4.0,9,32.1,7.0,18.0,18.0
1,0,0,4.0,2,4.8,5.0,6.0,3.0
1,0,0,4.383333333333334,8,4.4,6.0,16.0,3.2
1,0,0,4.529411764705882,5,5.3,7.0,7.0,2.333333333333333
1,0,0,4.061224489795919,4,8.1,8.0,4.0,2.0
1,0,0,5.181818181818182,4,9.5,8.0,4.0,4.0
1,0,0,5.2105263157894735,4,4.6,5.0,4.0,2.0
1,1,0,4.96,6,11.9,14.0,2.0,2.0
1,0,0,4.5344827586206895,9,4.3,6.0,17.0,3.4
1,0,0,3.6857142857142855,3,5.4,6.0,4.0,2.0
1,0,0,4.6382978723404245,9,6.6,7.0,10.0,2.5
1,0,0,4.4444444444444455,3,6.2,7.0,4.0,2.0
1,0,0,3.9,7,15.4,0.0,8.0,8.0
1,0,0,4.071428571428571,6,3.8,5.0,12.0,3.0
1,0,0,3.9130434782608696,3,1.9,5.0,4.0,2.0
1,0,0,3.636363636363636,4,2.9,6.0,7.0,2.333333333333333
1,0,0,4.0,14,3.6,4.0,9.0,3.0
1,0,0,4.311111111111111,5,5.6,6.0,11.0,3.6666666666666665
1,0,0,3.7857142857142856,6,6.8,7.0,7.0,2.333333333333333
1,0,0,4.410256410256411,4,6.0,7.0,10.0,3.333333333333333
1,0,0,4.815789473684211,6,5.1,7.0,11.0,2.2
1,0,0,4.1875,7,6.0,6.0,11.0,5.5
1,0,0,4.513513513513512,3,8.1,9.0,11.0,5.5
1,0,0,4.311111111111111,6,16.1,8.0,4.0,4.0
1,0,0,4.709090909090909,5,5.2,7.0,11.0,2.2
1,0,0,5.358974358974359,11,19.3,19.0,7.0,7.0
1,0,0,4.166666666666667,3,18.5,8.0,5.0,5.0
1,0,0,4.578947368421051,8,3.5,6.0,9.0,2.25
1,0,0,3.9387755102040822,7,3.6,4.0,14.0,2.8
1,0,0,4.547619047619048,6,9.1,9.0,5.0,2.5
1,0,0,3.9565217391304346,4,1.6,2.0,8.0,2.6666666666666665
1,0,0,3.8,5,4.4,4.0,8.0,4.0
1,0,0,4.1454545454545455,9,9.3,7.0,9.0,4.5
1,0,0,4.4444444444444455,9,20.8,21.0,23.0,23.0
1,0,0,3.72093023255814,3,4.1,6.0,7.0,2.333333333333333
1,0,0,4.116666666666666,7,7.6,8.0,8.0,2.6666666666666665
1,0,0,3.9642857142857135,6,7.0,7.0,9.0,3.0
1,0,0,4.416666666666667,5,6.8,7.0,6.0,3.0
1,0,0,4.037037037037037,6,5.0,5.0,11.0,2.75
1,0,0,4.571428571428571,9,3.1,6.0,10.0,3.333333333333333
1,1,0,4.0886075949367084,11,3.7,7.0,19.0,3.1666666666666665
1,0,0,4.310344827586206,3,2.4,4.0,8.0,2.6666666666666665
1,0,0,4.0,1,8.7,6.0,4.0,4.0
1,0,0,4.6,9,23.6,24.0,2.0,2.0
1,0,0,4.076923076923077,3,0.8,4.0,10.0,3.333333333333333
1,0,0,4.0,4,7.9,10.0,8.0,8.0
1,1,0,3.8867924528301887,6,9.9,10.0,9.0,4.5
1,1,0,4.25,3,5.5,6.0,9.0,3.0
1,0,0,4.03921568627451,4,5.2,6.0,8.0,2.6666666666666665
1,0,0,4.40625,3,6.3,7.0,7.0,2.333333333333333
1,0,0,3.674418604651162,2,5.8,6.0,5.0,2.5
1,0,0,4.22,9,4.6,5.0,12.0,3.0
1,0,0,4.571428571428571,4,7.8,9.0,5.0,2.5
1,1,0,4.291666666666667,6,8.7,8.0,12.0,12.0
1,0,0,3.6666666666666665,3,2.9,3.0,9.0,3.0
1,0,0,5.2,8,5.8,7.0,19.0,9.5
1,0,0,4.108108108108108,6,3.4,5.0,11.0,3.6666666666666665
1,0,0,4.8,4,3.2,6.0,10.0,2.5
1,0,0,3.16,3,1.1,0.0,4.0,2.0
1,0,0,3.9795918367346936,8,3.4,4.0,12.0,3.0
1,0,0,3.9090909090909087,3,2.9,3.0,5.0,2.5
1,0,0,4.487804878048781,6,2.9,6.0,14.0,2.8
1,1,0,4.363636363636363,7,21.2,0.0,4.0,4.0
1,1,0,4.455555555555557,11,19.5,20.0,6.0,3.0
1,0,0,5.243243243243243,2,9.3,13.0,7.0,3.5
1,1,0,4.36,5,3.4,6.0,6.0,3.0
1,0,0,4.564102564102563,4,4.8,5.0,10.0,2.5
1,0,0,4.209302325581397,5,3.8,6.0,9.0,2.25
1,0,0,5.25,9,5.6,7.0,6.0,3.0
1,0,0,3.783783783783784,5,9.4,9.0,7.0,2.333333333333333
1,0,0,4.911764705882354,8,8.5,9.0,6.0,3.0
1,0,0,4.5,3,2.9,3.0,9.0,3.0
1,0,0,4.419354838709677,11,11.8,15.0,4.0,4.0
1,0,0,4.447368421052632,7,5.9,7.0,7.0,2.333333333333333
1,0,0,3.8695652173913038,1,8.7,9.0,4.0,4.0
1,0,0,4.314814814814815,6,6.8,7.0,9.0,3.0
1,0,0,3.583333333333333,4,0.9,1.0,12.0,3.0
1,0,0,3.8260869565217392,4,3.1,6.0,10.0,2.5
1,0,0,4.236363636363636,7,4.0,6.0,13.0,2.6
1,0,0,4.455555555555557,14,4.2,7.0,17.0,2.125
1,0,0,3.72,2,1.1,2.0,5.0,2.5
1,0,0,4.222222222222221,4,4.2,6.0,10.0,2.5
1,0,0,4.3298969072164954,12,7.2,7.0,18.0,3.0
1,1,0,3.7903225806451615,4,4.6,5.0,12.0,3.0
1,0,0,4.125,4,2.9,3.0,9.0,3.0
1,0,0,4.90625,4,9.5,10.0,6.0,3.0
1,0,0,4.441176470588236,4,3.1,4.0,15.0,3.75
1,0,0,3.8,4,5.7,6.0,11.0,3.6666666666666665
1,0,0,4.853658536585366,6,19.3,22.0,10.0,10.0
1,0,0,4.7926829268292686,19,9.9,10.0,11.0,2.75
1,0,0,4.125,5,0.5,3.0,13.0,3.25
1,1,0,4.084507042253522,7,6.7,7.0,11.0,2.75
1,0,0,4.318181818181818,2,4.0,6.0,4.0,2.0
1,0,0,4.974358974358975,4,6.0,6.0,8.0,2.6666666666666665
1,0,0,4.891891891891891,9,16.5,11.0,10.0,5.0
1,0,0,3.966666666666667,4,4.8,5.0,14.0,4.666666666666667
1,0,0,4.2926829268292686,10,15.7,8.0,7.0,7.0
1,0,0,4.191780821917808,8,14.0,17.0,6.0,3.0
1,0,0,4.104166666666667,2,9.1,7.0,6.0,3.0
1,0,0,4.360655737704918,5,4.5,7.0,12.0,3.0
1,0,0,4.104477611940299,9,5.1,6.0,10.0,2.5
1,0,0,3.838709677419355,8,6.6,7.0,11.0,3.6666666666666665
1,0,0,3.8135593220338975,7,3.2,6.0,15.0,3.0
1,0,0,3.920634920634921,9,6.6,7.0,12.0,4.0
1,1,0,4.424242424242424,5,13.8,16.0,8.0,8.0
1,0,0,3.8235294117647056,4,3.0,5.0,7.0,2.333333333333333
1,0,0,4.769230769230768,7,13.4,14.0,10.0,10.0
1,0,0,4.3125,5,4.8,7.0,6.0,3.0
1,0,0,4.0227272727272725,6,3.2,6.0,13.0,2.6
1,0,0,4.041666666666667,4,7.9,10.0,12.0,12.0
1,0,0,4.245283018867925,7,20.4,0.0,7.0,7.0
1,0,0,3.7,7,4.4,7.0,11.0,2.75
1,0,0,3.9777777777777783,7,8.5,9.0,6.0,3.0
1,0,0,3.7021276595744683,9,6.6,7.0,12.0,6.0
1,0,0,4.25,5,7.6,7.0,12.0,6.0
1,0,0,4.545454545454546,3,4.0,4.0,8.0,4.0
1,1,0,4.0,5,2.9,5.0,7.0,2.333333333333333
1,0,0,4.318840579710145,11,8.7,7.0,7.0,2.333333333333333
1,0,0,4.230769230769232,5,4.8,6.0,9.0,3.0
1,1,0,4.321428571428571,4,3.4,4.0,6.0,2.0
1,0,0,4.5555555555555545,4,6.8,7.0,4.0,2.0
1,0,0,4.483870967741935,5,4.9,5.0,7.0,2.333333333333333
1,0,0,4.3,3,4.9,6.0,9.0,3.0
1,0,0,4.1,1,10.3,7.0,3.0,3.0
1,0,0,4.172413793103448,3,9.9,7.0,2.0,2.0
1,0,0,4.096774193548387,13,6.6,7.0,6.0,2.0
1,0,0,3.967741935483871,3,4.9,5.0,7.0,2.333333333333333
1,0,0,4.714285714285714,2,6.2,6.0,8.0,4.0
1,0,0,4.285714285714286,4,7.2,7.0,10.0,3.333333333333333
1,0,0,3.980392156862745,7,5.2,8.0,6.0,2.0
1,0,0,4.0,9,9.1,9.0,18.0,4.5
1,0,0,4.083333333333333,2,4.4,6.0,4.0,2.0
1,0,0,4.2413793103448265,4,2.4,5.0,13.0,4.333333333333333
1,0,0,4.2926829268292686,8,15.7,8.0,4.0,4.0
1,0,0,4.363636363636363,3,5.2,6.0,7.0,3.5
1,0,0,5.1951219512195115,5,12.5,13.0,13.0,6.5
1,0,0,4.375,5,4.9,6.0,9.0,3.0
1,0,0,4.95,5,7.3,8.0,9.0,3.0
1,0,0,4.442622950819672,12,7.7,8.0,6.0,2.0
1,0,0,4.0,4,4.1,5.0,9.0,3.0
1,0,0,4.2,5,6.1,7.0,8.0,2.6666666666666665
1,0,0,4.161764705882353,6,8.6,7.0,7.0,2.333333333333333
1,0,0,4.463414634146342,6,4.9,5.0,10.0,2.5
1,0,0,4.307692307692308,3,8.5,9.0,5.0,2.5
1,0,0,4.043478260869565,4,3.1,5.0,14.0,3.5
1,0,0,4.394736842105264,6,4.6,5.0,15.0,3.75
1,0,0,4.288888888888889,9,4.2,6.0,15.0,3.75
1,0,0,4.18,7,20.4,24.0,14.0,14.0
1,0,0,3.971428571428572,5,5.4,6.0,9.0,2.25
1,0,0,4.4324324324324325,8,3.4,5.0,11.0,2.75
1,0,0,4.542857142857144,4,6.6,7.0,4.0,2.0
1,0,0,3.4864864864864864,4,2.2,5.0,8.0,2.6666666666666665
1,1,0,4.2,5,4.9,5.0,16.0,5.333333333333333
1,0,0,3.87037037037037,6,2.8,3.0,13.0,2.6
1,0,0,3.5762711864406778,8,6.1,6.0,7.0,2.333333333333333
1,0,0,3.918367346938776,6,3.4,4.0,10.0,2.5
1,0,0,4.276595744680851,8,4.4,5.0,9.0,2.25
1,0,0,3.941176470588236,4,11.8,12.0,4.0,4.0
1,0,0,4.291666666666667,8,4.4,6.0,8.0,2.0
1,1,0,4.507936507936508,8,3.8,7.0,16.0,2.6666666666666665
1,0,0,4.35,7,6.1,6.0,8.0,2.6666666666666665
1,0,0,4.48,6,8.6,8.0,11.0,3.6666666666666665
1,1,0,4.047619047619048,4,7.6,8.0,2.0,2.0
1,0,0,4.21875,12,5.9,6.0,14.0,2.8
1,0,0,4.170731707317073,6,7.6,8.0,6.0,3.0
1,0,0,4.230769230769232,4,4.8,6.0,11.0,2.75
1,0,0,3.7560975609756095,6,1.8,2.0,12.0,2.4
1,0,0,3.8375,5,4.8,5.0,14.0,2.8
1,0,0,4.108108108108108,5,2.6,3.0,15.0,3.0
1,0,0,3.760869565217391,5,3.4,7.0,11.0,3.6666666666666665
1,0,0,4.137254901960786,10,3.7,7.0,14.0,2.8
1,0,0,4.45945945945946,16,4.5,6.0,17.0,2.833333333333333
1,0,0,4.462686567164178,11,6.2,7.0,14.0,2.8
1,0,0,4.035714285714286,3,5.2,6.0,6.0,3.0
1,0,0,4.371428571428571,10,13.4,8.0,2.0,2.0
1,0,0,4.0,3,15.7,8.0,2.0,2.0
1,0,0,4.4901960784313735,9,3.7,5.0,15.0,3.0
1,1,0,4.04,6,2.3,4.0,6.0,3.0
1,0,0,3.9827586206896552,5,6.1,7.0,8.0,2.6666666666666665
1,0,0,3.7142857142857135,3,3.7,4.0,9.0,3.0
1,0,0,4.0,6,5.4,6.0,4.0,2.0
1,0,0,3.807692307692308,4,3.6,3.0,5.0,2.5
1,0,0,4.390243902439025,4,3.8,4.0,10.0,2.5
1,1,0,4.326086956521738,8,4.2,6.0,16.0,4.0
1,0,0,5.0,6,8.6,9.0,7.0,2.333333333333333
1,0,0,3.7530864197530867,10,4.9,8.0,11.0,2.2
1,0,0,5.333333333333333,7,8.4,8.0,8.0,2.6666666666666665
1,1,0,4.5,8,3.4,6.0,9.0,3.0
1,0,0,4.243902439024391,4,7.7,7.0,6.0,3.0
1,0,0,4.0,4,5.6,5.0,9.0,4.5
1,0,0,4.395348837209301,6,5.3,7.0,8.0,2.6666666666666665
1,1,0,3.5517241379310347,0,14.6,15.0,2.0,2.0
1,0,0,3.7818181818181817,8,5.7,6.0,10.0,3.333333333333333
1,0,0,4.441860465116279,4,5.3,7.0,10.0,3.333333333333333
1,0,0,4.771929824561403,8,7.7,8.0,8.0,2.0
1,0,0,4.238095238095238,14,24.3,0.0,7.0,7.0
1,0,0,4.48936170212766,6,19.3,9.0,12.0,12.0
1,0,0,4.137931034482759,3,11.1,13.0,2.0,2.0
1,0,0,4.04,5,3.9,6.0,6.0,2.0
1,0,0,4.72,3,5.3,5.0,7.0,2.333333333333333
1,0,0,3.84,4,7.1,0.0,5.0,2.5
1,0,0,4.0,4,1.4,4.0,7.0,2.333333333333333
1,0,0,3.8194444444444446,8,4.2,4.0,14.0,2.8
1,0,0,4.545454545454546,2,9.5,9.0,8.0,8.0
1,0,0,3.9722222222222223,10,5.4,6.0,10.0,5.0
1,0,0,4.032258064516129,7,9.5,10.0,8.0,8.0
1,0,0,3.7647058823529416,4,3.6,6.0,15.0,3.75
1,0,0,4.404761904761905,10,5.2,7.0,6.0,2.0
1,0,0,4.208333333333333,5,18.5,19.0,13.0,13.0
1,0,0,4.115384615384615,1,12.3,0.0,2.0,2.0
1,0,0,4.875,8,7.3,8.0,6.0,2.0
1,0,0,4.257575757575758,11,4.0,6.0,18.0,3.0
1,0,0,4.047619047619048,5,5.2,5.0,6.0,2.0
1,0,0,4.151515151515151,3,5.2,6.0,10.0,3.333333333333333
1,0,0,4.84375,4,14.6,15.0,4.0,4.0
1,0,0,4.506849315068493,9,5.7,7.0,14.0,2.333333333333333
1,0,0,4.369565217391305,6,2.2,4.0,18.0,3.6
1,0,0,4.3389830508474585,6,7.4,8.0,7.0,2.333333333333333
1,0,0,3.830188679245283,7,2.7,3.0,21.0,3.0
1,0,0,4.066666666666666,3,6.8,7.0,7.0,3.5
1,0,0,3.8285714285714287,4,12.2,0.0,12.0,6.0
1,0,0,4.037735849056603,21,3.8,6.0,14.0,3.5
1,0,0,4.395833333333333,6,2.9,4.0,19.0,3.1666666666666665
1,0,0,4.631578947368421,5,5.8,6.0,5.0,2.5
1,0,0,4.629032258064517,7,8.2,9.0,13.0,3.25
1,0,0,3.6326530612244903,5,4.9,6.0,9.0,3.0
1,0,0,3.9649122807017534,4,7.0,7.0,8.0,2.6666666666666665
1,0,0,4.260869565217392,7,4.5,7.0,8.0,2.6666666666666665
1,0,0,3.875,4,0.5,1.0,10.0,3.333333333333333
1,0,0,4.081967213114754,6,4.5,6.0,13.0,3.25
1,0,0,4.269230769230768,6,2.3,3.0,12.0,3.0
1,0,0,3.794117647058824,4,3.1,1.0,10.0,2.5
1,0,0,4.380952380952381,8,9.1,10.0,5.0,2.5
1,1,0,4.75,5,4.5,9.0,10.0,2.5
1,0,0,4.256410256410256,6,6.2,6.0,4.0,2.0
1,0,0,3.8620689655172415,7,6.1,6.0,8.0,2.6666666666666665
1,0,0,4.5,7,5.9,7.0,9.0,3.0
1,0,0,4.958333333333333,5,9.5,10.0,9.0,3.0
1,0,0,4.1228070175438605,9,3.0,5.0,14.0,2.8
1,0,0,4.346938775510204,8,4.9,9.0,6.0,2.0
1,0,0,4.363636363636363,6,9.5,8.0,8.0,4.0
1,0,0,4.2340425531914905,10,10.1,7.0,5.0,2.5
1,0,0,4.4,7,1.8,4.0,8.0,2.6666666666666665
1,0,0,4.341463414634147,7,6.6,7.0,6.0,3.0
1,0,0,3.5,8,3.1,2.0,16.0,2.6666666666666665
1,0,0,3.6603773584905666,4,8.7,9.0,4.0,2.0
1,0,0,4.75,7,9.5,10.0,5.0,2.5
1,1,0,4.098765432098766,11,6.1,6.0,10.0,2.0
1,0,0,4.344827586206897,4,3.5,4.0,8.0,2.6666666666666665
1,1,0,4.25,2,6.0,7.0,6.0,3.0
1,0,0,4.25531914893617,5,18.1,0.0,11.0,11.0
1,1,0,3.4857142857142858,4,1.8,2.0,6.0,2.0
1,0,0,3.8260869565217392,5,3.1,5.0,4.0,2.0
1,1,0,3.6666666666666665,4,15.0,17.0,8.0,8.0
1,0,0,4.2,3,8.7,9.0,8.0,4.0
1,0,0,4.871794871794871,8,4.8,6.0,10.0,2.5
1,0,0,4.290909090909091,5,5.1,6.0,8.0,2.0
1,0,0,4.574468085106383,6,7.1,9.0,8.0,2.6666666666666665
1,0,0,3.947368421052632,7,3.5,4.0,8.0,2.6666666666666665
1,0,0,3.925,5,8.7,9.0,6.0,3.0
1,1,0,4.035714285714286,2,4.0,5.0,6.0,3.0
1,0,0,4.041237113402062,14,8.0,6.0,10.0,2.5
1,0,0,5.148148148148149,5,6.2,7.0,6.0,3.0
1,0,0,3.933333333333333,5,3.2,5.0,7.0,2.333333333333333
1,0,0,4.301204819277109,7,7.9,8.0,11.0,2.75
1,0,0,4.6875,9,24.3,0.0,6.0,6.0
1,0,0,3.8780487804878048,5,2.5,5.0,14.0,3.5
1,0,0,4.075757575757576,7,8.3,6.0,6.0,2.0
1,1,0,4.526315789473684,3,4.6,5.0,10.0,3.333333333333333
1,0,0,3.6,3,4.4,3.0,5.0,2.5
1,1,0,4.25,4,3.9,6.0,8.0,2.6666666666666665
1,0,0,4.8055555555555545,6,5.6,9.0,7.0,2.333333333333333
1,0,0,4.317073170731708,3,7.7,8.0,5.0,2.5
1,0,0,4.933333333333334,3,7.2,7.0,7.0,2.333333333333333
1,0,0,4.290322580645161,5,11.8,8.0,8.0,8.0
1,0,0,4.2,4,8.5,7.0,4.0,2.0
1,0,0,4.083333333333333,3,7.9,6.0,4.0,4.0
1,0,0,4.117647058823529,3,14.2,15.0,2.0,2.0
1,0,0,4.153846153846153,5,5.9,6.0,9.0,3.0
1,0,0,4.833333333333333,8,4.4,6.0,11.0,2.75
1,0,0,4.454545454545454,3,9.5,8.0,12.0,12.0
1,0,0,4.270833333333333,10,3.5,4.0,11.0,2.2
1,0,0,3.9841269841269837,8,2.7,5.0,15.0,2.5
1,1,0,4.395833333333333,9,7.2,7.0,12.0,4.0
